//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR32/data-final/CHIMIE/PIRATA-FR32_CHIMIE_odv.txt
//Data treated : 2025-01-14T11:24:17
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR32/data-final/CHIMIE/PIRATA-FR32_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA-FR32	st032c01	B	2022-03-16T12:40:20z	  -5.627	-15.915		 102.0	 2	36.0238	4.239	184.88	 0.40	  9.334	8.938	  0.75	 2.39	0.0268	0.0175	0.0051	0.0427	0.0224	0.0014		0.0021	0.0509		0.0042				0.0181	0.0554	0.0270	0.0824	0.0222			0.0510	0.1298	0.1808	0.0026		18.2520		25.0000		
PIRATA-FR32	st032c01	B	2022-03-16T12:40:20z	  -5.627	-15.915		 144.0	 1	35.3784	2.701	117.54	 0.03	 20.968	20.934	  1.36	 6.09																											14.0223	7.6598	25.0000		
PIRATA-FR32	st033c01	B	2022-03-16T13:56:05z	  -5.713	-15.848		   3.0	10	36.7610	4.719	205.97	 0.01	  0.021	0.014	  0.13	 0.83	0.0045	0.0063	0.0049	0.0058	0.0047			0.0017		0.0241	0.0091		0.0040	0.0811		0.0051	0.0048	0.0099	0.0133			0.0486	0.0455	0.0941	0.0010		25.8344	8.0343	25.0000		
PIRATA-FR32	st033c01	B	2022-03-16T13:56:05z	  -5.713	-15.848		  20.0	 9				 0.01	  0.010	0.004	  0.13	 0.83	0.0045	0.0067	0.0053	0.0055	0.0049			0.0017	0.0231		0.0093	0.0020			0.0748	0.0052	0.0058	0.0110	0.0137			0.0442	0.0450	0.0892	0.0011		25.7586		25.0000		
PIRATA-FR32	st033c01	B	2022-03-16T13:56:05z	  -5.713	-15.848		  40.0	 8	36.4912	5.159	224.77	 0.01	 -0.005	-0.011	  0.17	 0.81	0.0150	0.0186	0.0054	0.0206	0.0270	0.0024	0.0039	0.0044	0.0592	0.0021	0.0169		0.0025	0.0943		0.0059	0.0263	0.0322	0.0243			0.0842	0.1753	0.2595	0.0023		24.5998		25.0000		
PIRATA-FR32	st033c01	B	2022-03-16T13:56:05z	  -5.713	-15.848		  60.0	 7				 0.10	  0.271	0.168	  0.31	 1.06	0.0232	0.0281	0.0105	0.0357	0.0169	0.0092		0.0041	0.0950	0.0014	0.0095		0.0014	0.1222		0.0055	0.0707	0.0762	0.0279			0.0859	0.1976	0.2835	0.0028		20.5434		25.0000		
PIRATA-FR32	st033c01	B	2022-03-16T13:56:05z	  -5.713	-15.848		  80.0	 6				 1.04	  3.204	2.164	  0.44	 1.32	0.0357	0.0355	0.0102	0.0541	0.0178	0.0105	0.0010	0.0046	0.1136	0.0012	0.0070			0.1039		0.0191	0.1544	0.1735	0.0376			0.1327	0.2302	0.3629	0.0034		19.6431		25.0000		
PIRATA-FR32	st033c01	B	2022-03-16T13:56:05z	  -5.713	-15.848		  99.0	 5	36.1816	4.522	197.05	 0.32	  6.779	6.454	  0.62	 1.79	0.0338	0.0234	0.0063	0.0570	0.0150			0.0019	0.0681		0.0044			0.0396		0.0910	0.0472	0.1382	0.0325			0.0919	0.1521	0.2440	0.0025		19.1413		25.0000		
PIRATA-FR32	st033c01	B	2022-03-16T13:56:05z	  -5.713	-15.848		 148.0	 4	35.7103	3.726	162.26	 0.12	 13.309	13.186	  0.97	 3.75																											16.2549		25.0000		
PIRATA-FR32	st033c01	B	2022-03-16T13:56:05z	  -5.713	-15.848		 223.0	 3	35.1076	1.315	 57.18	 0.02	 30.974	30.955	  1.99	10.91																											11.8069	7.5091	25.0000		
PIRATA-FR32	st033c01	B	2022-03-16T13:56:05z	  -5.713	-15.848		 537.0	 2	34.5908	2.303	100.12	 0.01	 36.936	36.923	  2.44	22.41																											6.7812		25.0000		
PIRATA-FR32	st033c01	B	2022-03-16T13:56:05z	  -5.713	-15.848		 537.0	 1	34.5911	2.307	100.34	 0.02	 37.167	37.149	  2.44	22.47																											6.7827	7.4929	25.0000		
PIRATA-FR32	st034c01	B	2022-03-16T15:41:21z	  -5.825	-15.979		   3.0	10	36.7018	4.768	208.08	 0.01	  0.874	0.861	  0.18	 0.73	0.0066	0.0093	0.0049	0.0100	0.0086			0.0020	0.0299	0.0012	0.0103		0.0011	0.1021		0.0048	0.0092	0.0140	0.0190			0.0674	0.0783	0.1457	0.0015		25.7388	8.0392	25.0000		
PIRATA-FR32	st034c01	B	2022-03-16T15:41:21z	  -5.825	-15.979		  23.0	 9				 0.01	  0.030	0.017	  0.17	 0.69	0.0065	0.0099	0.0055	0.0104	0.0094			0.0021	0.0308	0.0117	0.0083		0.0010	0.0988		0.0041	0.0115	0.0156	0.0194			0.0679	0.0827	0.1506	0.0017		25.6676		25.0000		
PIRATA-FR32	st034c01	B	2022-03-16T15:41:21z	  -5.825	-15.979		  42.0	 8	36.5356	5.371	233.95	 0.01	  0.026	0.014	  0.21	 0.69	0.0211	0.0257	0.0079	0.0342	0.0154			0.0026	0.0848		0.0092			0.1130		0.0150	0.0227	0.0377	0.0304			0.1460	0.1773	0.3233	0.0027		22.2177		25.0000		
PIRATA-FR32	st034c01	B	2022-03-16T15:41:21z	  -5.825	-15.979		  62.0	 7				 0.29	  1.647	1.354	  0.37	 1.03	0.0779	0.0541	0.0077	0.0927	0.1015	0.0080	0.0036	0.0065	0.1650		0.0162			0.0777		0.0585	0.1337	0.1922	0.0512			0.1547	0.5059	0.6606	0.0071		20.3882		25.0000		
PIRATA-FR32	st034c01	B	2022-03-16T15:41:21z	  -5.825	-15.979		  82.0	 6				 0.37	  5.101	4.730	  0.55	 1.72	0.0585	0.0308	0.0036	0.0673	0.1094	0.0019	0.0022	0.0028	0.0699		0.0120			0.0330		0.0808	0.0467	0.1275	0.0360			0.0855	0.3530	0.4385	0.0043		19.5509		25.0000		
PIRATA-FR32	st034c01	B	2022-03-16T15:41:21z	  -5.825	-15.979		 100.0	 5	36.0416	4.288	186.81	 0.14	  7.952	7.816	  0.68	 2.44	0.0346	0.0179	0.0026	0.0404	0.0688				0.0422		0.0069			0.0189		0.0648	0.0230	0.0878	0.0271			0.0540	0.2063	0.2603	0.0024		18.3394		25.0000		
PIRATA-FR32	st034c01	B	2022-03-16T15:41:21z	  -5.825	-15.979		 150.0	 4	35.5129	3.625	157.82	 0.05	 14.502	14.449	  1.03	 4.36																											15.1553		25.0000		
PIRATA-FR32	st034c01	B	2022-03-16T15:41:21z	  -5.825	-15.979		 150.0	 3	35.5110	3.615	157.24	 0.05	 14.585	14.531	  1.03	 4.40																											15.1550		25.0000		
PIRATA-FR32	st034c01	B	2022-03-16T15:41:21z	  -5.825	-15.979		 249.0	 2	35.1056	1.916	 83.33	 0.03	 27.591	27.561	  1.79	 9.69																											11.9564	7.5629	25.0000		
PIRATA-FR32	st034c01	B	2022-03-16T15:41:21z	  -5.825	-15.979		 441.0	 1	34.6647	2.241	 97.48	 0.01	 35.565	35.553	  2.31	19.55																											7.6368	7.5075	25.0000		
PIRATA-FR32	st035c01	B	2022-03-16T16:47:44z	  -5.779	-15.947		   3.0	 9	36.6958	4.784	208.79	 0.01	  0.070	0.061	  0.16	 0.72	0.0069	0.0103	0.0028	0.0117	0.0110			0.0013	0.0348		0.0113			0.1077		0.0064	0.0100	0.0164	0.0228			0.0808	0.1101	0.1909	0.0015		25.6379	8.0312	25.0000		
PIRATA-FR32	st035c01	B	2022-03-16T16:47:44z	  -5.779	-15.947		  23.0	 8				 0.08	  0.472	0.395	  0.24	 0.82	0.1265	0.0857	0.0097	0.0854	0.3304	0.0110	0.0106	0.0097	0.1863		0.0364	0.0020	0.0047	0.0636		0.0196	0.1046	0.1242		0.0470		0.0984	0.9817	1.0801	0.0148		22.0743		25.0000		
PIRATA-FR32	st035c01	B	2022-03-16T16:47:44z	  -5.779	-15.947		  43.0	 7	36.1411	5.000	217.63	 0.59	  3.908	3.322	  0.50	 1.71	0.2278	0.0885	0.0071	0.0773	0.7676	0.0087	0.0046	0.0084	0.1078		0.0469			0.0367		0.0359	0.0971	0.1330		0.0517		0.0853	1.6179	1.7032	0.0070		19.9308	7.9296	25.0000		
PIRATA-FR32	st035c01	B	2022-03-16T16:47:44z	  -5.779	-15.947		  63.0	 6				 1.00	  5.909	4.906	  0.65	 2.12	0.2087	0.0755	0.0032	0.0670	0.7058			0.0067	0.0804		0.0413			0.0346		0.0430	0.0731	0.1161		0.0481		0.0921	1.4510	1.5431	0.0055		19.3463		25.0000		
PIRATA-FR32	st035c01	B	2022-03-16T16:47:44z	  -5.779	-15.947		  82.0	 5				 1.01	  7.181	6.166	  0.66	 1.85	0.0413	0.0261	0.0023	0.0533	0.0497			0.0041	0.0647		0.0065		0.0013	0.0275		0.0514	0.0384	0.0898	0.0227			0.0683	0.2065	0.2748	0.0022		19.1375		25.0000		
PIRATA-FR32	st035c01	B	2022-03-16T16:47:44z	  -5.779	-15.947		 100.0	 4	36.0464	4.410	192.14	 0.69	  8.258	7.563	  0.72	 2.35	0.0372	0.0222	0.0018	0.0429	0.0592	0.0019		0.0041	0.0509		0.0064		0.0014	0.0213		0.0415	0.0349	0.0764	0.0197			0.0532	0.2043	0.2575	0.0047		18.6282		25.0000		
PIRATA-FR32	st035c01	B	2022-03-16T16:47:44z	  -5.779	-15.947		 149.0	 3	35.4825	3.494	152.10	 0.06	 15.566	15.506	  1.08	 4.78																											14.8253		25.0000		
PIRATA-FR32	st035c01	B	2022-03-16T16:47:44z	  -5.779	-15.947		 221.0	 2	35.1239	2.054	 89.35	 0.03	 26.999	26.968	  1.74	 9.48																											12.1090		25.0000		
PIRATA-FR32	st035c01	B	2022-03-16T16:47:44z	  -5.779	-15.947		 222.0	 1	35.1210	2.054	 89.35	 0.03	 26.980	26.953	  1.73	 9.45																											12.1020		25.0000		
PIRATA-FR32	st036c01	B	2022-03-22T11:47:16z	  -2.768	 -0.027		   3.0	13									0.0050	0.0084	0.0040	0.0055	0.0077			0.0040	0.0231		0.0104		0.0063	0.1193		0.0036	0.0048	0.0084		0.0153		0.0499	0.0931	0.1430	0.0026		29.8108		25.0000		
PIRATA-FR32	st036c01	B	2022-03-22T11:47:16z	  -2.768	 -0.027		   3.0	12	34.3470	4.456	194.76	 0.01	  0.095	0.081	  0.00	 1.11																											29.8468	8.1006	25.0000		
PIRATA-FR32	st036c01	B	2022-03-22T11:47:16z	  -2.768	 -0.027		  19.0	11	34.8407	4.556	198.73	 0.01	  0.204	0.191	  0.01	 0.98	0.0085	0.0146	0.0067	0.0105	0.0135			0.0060	0.0399		0.0169		0.0045	0.1514		0.0071	0.0126	0.0197	0.0258			0.0895	0.1537	0.2432	0.0040		28.4387	8.0743	25.0000		
PIRATA-FR32	st036c01	B	2022-03-22T11:47:16z	  -2.768	 -0.027		  40.0	10	36.3916	4.267	186.13	 0.06	  1.072	1.008	  0.23	 1.75	0.0599	0.0644	0.0164	0.0883	0.0428	0.0103	0.0072	0.0138	0.1826		0.0245	0.0042	0.0053	0.1090		0.0443	0.1407	0.1850	0.0506			0.1720	0.4328	0.6048	0.0075		23.3949	7.9673	25.0000		
PIRATA-FR32	st036c01	B	2022-03-22T11:47:16z	  -2.768	 -0.027		  59.0	 9	36.2626	4.049	176.62	 0.31	  5.567	5.256	  0.48	 2.40	0.0694	0.0544	0.0070	0.0963	0.0341	0.0089	0.0095	0.0072	0.1668		0.0127	0.0050		0.0603		0.0753	0.0940	0.1693	0.0431			0.1298	0.3704	0.5002	0.0071		20.6299	7.8982	25.0000		
PIRATA-FR32	st036c01	B	2022-03-22T11:47:16z	  -2.768	 -0.027		  81.0	 8	35.9832	3.685	160.39	 0.40	  9.899	9.504	  0.74	 3.46	0.0564	0.0403	0.0046	0.0820	0.0288	0.0053	0.0091		0.1130	0.0071	0.0082	0.0029		0.0371		0.0704	0.0730	0.1434	0.0325			0.0907	0.2814	0.3721	0.0059		18.3827	7.8504	25.0000		
PIRATA-FR32	st036c01	B	2022-03-22T11:47:16z	  -2.768	 -0.027		  81.0	 7	35.9745	3.662	159.39	 0.39	 10.116	9.727	  0.75	 3.49	0.0293	0.0190	0.0012	0.0474	0.0141	0.0024		0.0035	0.0572	0.0050	0.0039			0.0132		0.0616	0.0212	0.0828	0.0204			0.0498	0.1180	0.1678	0.0034		18.3055	7.8483	25.0000		
PIRATA-FR32	st036c01	B	2022-03-22T11:47:16z	  -2.768	 -0.027		 100.0	 6	35.6855	3.493	152.00	 0.08	 14.008	13.930	  0.95	 4.91																											16.0243	7.7911	25.0000		
PIRATA-FR32	st036c01	B	2022-03-22T11:47:16z	  -2.768	 -0.027		 149.0	 5	35.5040	3.288	143.06	 0.03	 17.010	16.983	  1.13	 6.24																											14.7244	7.7492	25.0000		
PIRATA-FR32	st036c01	B	2022-03-22T11:47:16z	  -2.768	 -0.027		 199.0	 4	35.4669	3.039	132.24	 0.02	 18.656	18.632	  1.23	 6.86																											14.4538	7.7288	25.0000		
PIRATA-FR32	st036c01	B	2022-03-22T11:47:16z	  -2.768	 -0.027		 298.0	 3	35.1247	1.639	 71.31	 0.02	 30.363	30.345	  1.88	12.11																											11.4444	7.5502	25.0000		
PIRATA-FR32	st036c01	B	2022-03-22T11:47:16z	  -2.768	 -0.027		 397.0	 2	34.7704	2.181	 94.84	 0.02	 34.093	34.072	  2.20	17.19																											8.6031	7.5202	25.0000		
PIRATA-FR32	st036c01	B	2022-03-22T11:47:16z	  -2.768	 -0.027		 497.0	 1	34.6655	2.689	116.96	 0.02	 33.320	33.303	  2.18	19.22																											7.5787	7.5403	25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		   3.0	19																																			29.0098		25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		   3.0	18	35.4087	4.499	196.59	 0.01	  0.006	-0.007	  0.02	 0.91																											29.0080	8.0392	25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		  19.0	17	35.4057	4.481	195.78	 0.02	 -0.006	-0.022	  0.03	 0.90	0.0050	0.0089	0.0042	0.0066	0.0092				0.0248	0.0068	0.0067			0.1125		0.0045	0.0048	0.0093	0.0170			0.0572	0.0762	0.1334	0.0031		28.6976	8.0522	25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		  40.0	16	36.0493	4.107	179.21	 0.03	  0.272	0.245	  0.15	 1.89	0.0240	0.0255	0.0076	0.0309	0.0186				0.0769	0.0068	0.0076	0.0024		0.0981		0.0259	0.0496	0.0755	0.0319			0.1136	0.1840	0.2976	0.0047		23.8771	7.9559	25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		  61.0	15	36.2754	4.062	177.06	 0.26	  4.847	4.590	  0.42	 2.50	0.0402	0.0319	0.0039	0.0531	0.0332	0.0060	0.0065	0.0051	0.0866		0.0085	0.0023		0.0668		0.0393	0.0791	0.1184	0.0341			0.0954	0.2290	0.3244	0.0068		21.0324	7.9240	25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		  80.0	14	35.9483	3.531	153.86	 0.23	 11.041	10.814	  0.79	 4.44	0.0452	0.0315	0.0036	0.0656	0.0287	0.0040	0.0065	0.0035	0.0779		0.0070	0.0030		0.0408		0.0683	0.0514	0.1197	0.0326			0.0843	0.2238	0.3081	0.0056		18.1356	7.8294	25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		  99.0	13	35.6118	3.165	137.75	 0.07	 16.189	16.117	  1.10	 5.89	0.0268	0.0170	0.0014	0.0404	0.0157		0.0018	0.0023	0.0473		0.0037	0.0011		0.0144		0.0516	0.0244	0.0760	0.0200			0.0454	0.1092	0.1546	0.0037		16.1320	7.7614	25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		 150.0	12				 0.02	 18.128	18.104	  1.20	 6.75																											14.6538		25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		 199.0	11	35.4227	2.737	119.09	 0.02	 20.324	20.304	  1.34	 7.60																											14.0996	7.6945	25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		 299.0	10	35.0468	1.653	 71.89	 0.02	 31.413	31.394	  1.95	13.19																											10.9232	7.5389	25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		 299.0	 9	35.0405	1.708	 74.31	 0.02	 31.453	31.432	  1.95	13.21																											10.9404	7.5376	25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		 398.0	 8	34.8054	2.343	101.92	 0.02	 32.215	32.193	  2.04	16.02																											8.9640	7.5448	25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		 496.0	 7	34.6692	2.621	113.97	 0.02	 33.803	33.782	  2.17	19.29																											7.6340	7.5382	25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		 794.0	 6	34.5283	3.423	148.85	 0.01	 35.369	35.356	  2.38	31.86																											4.7947	7.5533	25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		 993.0	 5	34.6504	3.587	155.96	 0.01	 33.424	33.416	  2.25	30.85	0.0054	0.0093	0.0039	0.0070	0.0097				0.0254	0.0074	0.0068			0.1200		0.0050	0.0055	0.0105	0.0185			0.0613	0.0794	0.1407	0.0032		4.6639	7.5755	25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		1239.0	 4				 0.01	 29.303	29.290	  1.95	26.63																											4.5758		25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		1487.0	 3	34.9553	5.105	221.98	 0.01	 22.918	22.912	  1.51	19.60																											4.3497	7.6935	25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		1733.0	 2				 0.02	 20.872	20.854	  1.39	18.93																											3.9787		25.0000		
PIRATA-FR32	st037c01	B	2022-03-23T23:41:17z	  -8.500	 +0.668		1981.0	 1	34.9614	5.686	247.12	 0.02	 20.276	20.260	  1.37	21.86																											3.5625	7.7229	25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		   3.0	19									0.0053	0.0092	0.0032	0.0067	0.0101			0.0013	0.0180	0.0050	0.0128	0.0014	0.0032	0.1168		0.0048	0.0051	0.0099	0.0168			0.0719	0.0795	0.1514	0.0026		29.1370		25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		   3.0	18	34.9753	4.492	196.28	 0.01	  0.011	0.003	  0.01	 0.83																											29.1451	8.0577	25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		  20.0	17	35.0161	4.535	198.12	 0.01	  0.017	0.005	  0.01	 0.84	0.0049	0.0090	0.0029	0.0066	0.0095			0.0022	0.0172	0.0023	0.0121	0.0013	0.0022	0.1090		0.0047	0.0047	0.0094	0.0158			0.0700	0.0742	0.1442	0.0030		28.6273	8.0652	25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		  41.0	16	36.2418	4.225	184.40	 0.01	  0.032	0.017	  0.14	 1.71	0.0317	0.0325	0.0082	0.0420	0.0191	0.0022	0.0034	0.0041	0.1043	0.0022	0.0159	0.0020	0.0036	0.0541		0.0115	0.0307	0.0422	0.0211			0.0692	0.2235	0.2927	0.0044		24.3415	7.9826	25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		  61.0	15	36.3599	4.144	180.72	 0.25	  3.049	2.802	  0.35	 2.19	0.0559	0.0444	0.0053	0.0872	0.0304	0.0033	0.0047	0.0048	0.1388		0.0113	0.0018	0.0029	0.0319		0.0177	0.0643	0.0820	0.0194			0.0495	0.3067	0.3562	0.0044		21.9386	7.9395	25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		  80.0	14	36.1899	3.990	173.94	 0.34	  6.331	5.994	  0.56	 2.59	0.0369	0.0304	0.0055	0.0569	0.0206	0.0022	0.0039		0.0752	0.0021	0.0064	0.0053	0.0032	0.0241		0.0380	0.0475	0.0855	0.0241			0.0534	0.2066	0.2600	0.0042		19.7238	7.8943	25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		 100.0	13	35.9024	3.657	159.21	 0.16	 10.664	10.503	  0.79	 3.83	0.0308	0.0216	0.0030	0.0459	0.0144	0.0018	0.0028		0.0564		0.0047	0.0018	0.0025	0.0187		0.0685	0.0349	0.1034	0.0222			0.0548	0.1424	0.1972	0.0037		17.6186	7.8339	25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		 148.0	12				 0.02	 16.735	16.711	  1.14	 6.26																											14.5689		25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		 198.0	11	35.3324	2.259	 98.26	 0.02	 23.974	23.955	  1.57	 9.03																											13.3418	7.6419	25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		 297.0	10	34.9967	1.611	 70.07	 0.02	 32.020	32.003	  2.02	13.78																											10.5213	7.5271	25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		 297.0	 9	34.9950	1.623	 70.61	 0.02	 32.084	32.067	  2.01	13.88																											10.5322	7.5265	25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		 397.0	 8	34.7801	2.562	111.45	 0.02	 31.396	31.371	  2.03	16.27																											8.7636	7.5588	25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		 496.0	 7	34.6226	2.797	121.62	 0.02	 33.968	33.947	  2.22	20.74																											7.1463	7.5409	25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		 794.0	 6	34.5202	3.303	143.63	 0.02	 35.594	35.577	  2.41	30.65																											5.0112	7.5471	25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		 992.0	 5	34.6110	3.606	156.80	 0.01	 33.846	33.836	  2.29	32.03																											4.5752	7.5722	25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		1239.0	 4				 0.01	 29.097	29.089	  1.97	26.48																											4.5711		25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		1485.0	 3	34.9566	5.144	223.68	 0.01	 22.694	22.686	  1.50	19.42																											4.3296	7.6901	25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		1734.0	 2				 0.01	 20.851	20.839	  1.38	19.04																											3.9505		25.0000		
PIRATA-FR32	st038c01	B	2022-03-24T09:50:46z	  -9.850	 +0.018		1983.0	 1	34.9582	5.707	248.05	 0.01	 20.298	20.287	  1.38	23.11																											3.4695	7.7211	25.0000		
PIRATA-FR32	st039c01	B	2022-03-24T13:05:45z	  -9.857	 +0.019		   3.0	 6	34.9984	4.477	195.63	 0.01	  0.000	-0.009	  0.01	 0.85	0.0052	0.0066	0.0033	0.0050	0.0077				0.0233		0.0143		0.0047	0.1266		0.0063	0.0083	0.0146	0.0217			0.0695	0.0767	0.1462	0.0016		29.1589	8.0643	25.0000		
PIRATA-FR32	st039c01	B	2022-03-24T13:05:45z	  -9.857	 +0.019		  40.0	 5				 0.09	  0.451	0.357	  0.22	 2.03	0.0467	0.0525	0.0179	0.0822	0.0450	0.0041	0.0046	0.0047	0.1631	0.0047	0.0283	0.0039	0.0025	0.0350		0.0088	0.0549	0.0637	0.0254			0.0457	0.3615	0.4072	0.0034		23.1663	7.9670	25.0000		
PIRATA-FR32	st039c01	B	2022-03-24T13:05:45z	  -9.857	 +0.019		  60.0	 4				 0.27	  3.012	2.746	  0.38	 2.33	0.0547	0.0434	0.0044	0.0939	0.0320	0.0046	0.0052	0.0033	0.1402		0.0108	0.0016	0.0006	0.0328		0.0205	0.0780	0.0985	0.0252			0.0589	0.3027	0.3616	0.0030		21.7864	7.9456	25.0000		
PIRATA-FR32	st039c01	B	2022-03-24T13:05:45z	  -9.857	 +0.019		 100.0	 3	35.9480	3.692	160.86	 0.17	 10.045	9.876	  0.77	 3.71	0.0305	0.0190	0.0038	0.0490	0.0118	0.0026	0.0027	0.0017	0.0654		0.0051	0.0022		0.0206		0.0742	0.0378	0.1120	0.0288			0.0586	0.1595	0.2181	0.0025		18.0878	7.8529	25.0000		
PIRATA-FR32	st039c01	B	2022-03-24T13:05:45z	  -9.857	 +0.019		 200.0	 2	35.3906	2.571	111.85	 0.02	 21.407	21.386	  1.41	 8.02																											13.8505	7.6823	25.0000		
PIRATA-FR32	st039c01	B	2022-03-24T13:05:45z	  -9.857	 +0.019		 200.0	 1	35.3910	2.579	112.24	 0.02	 21.430	21.410	  1.42	 8.02																											13.8514	7.6854	25.0000		
PIRATA-FR32	st040c01	B	2022-03-24T16:13:57z	  -9.860	 +0.021		   3.0	 6	35.0375	4.527	197.83	 0.01	  0.001	-0.006	  0.03	 0.77	0.0047	0.0069	0.0035	0.0047	0.0066			0.0016	0.0191	0.0056	0.0102		0.0026	0.1204		0.0054	0.0083	0.0137	0.0205			0.0599	0.0709	0.1308	0.0011		29.2917	8.0644	25.0000		
PIRATA-FR32	st040c01	B	2022-03-24T16:13:57z	  -9.860	 +0.021		  41.0	 5				 0.01	 -0.002	-0.008	  0.14	 1.54	0.0305	0.0336	0.0104	0.0426	0.0182	0.0033	0.0031	0.0031	0.1432	0.0063	0.0139	0.0018	0.0010	0.0648		0.0076	0.0304	0.0380	0.0273			0.0759	0.2664	0.3423	0.0027		25.0428		25.0000		
PIRATA-FR32	st040c01	B	2022-03-24T16:13:57z	  -9.860	 +0.021		  60.0	 4				 0.29	  3.109	2.822	  0.41	 2.00	0.0534	0.0473	0.0075	0.1006	0.0268	0.0060	0.0056	0.0039	0.1418	0.0063	0.0098	0.0010	0.0023	0.0362		0.0209	0.0744	0.0953	0.0229			0.0539	0.3051	0.3590	0.0021		21.7828		25.0000		
