//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR33/data-final/CHIMIE/PIRATA-FR33_CHIMIE_odv.txt
//Data treated : 2025-01-14T11:21:11
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR33/data-final/CHIMIE/PIRATA-FR33_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA-FR33	st036c01	B	2023-03-21T08:12:09z	  -5.782	-15.944		  40.0	 9	36.7945			 0.00	  0.035	0.031	  0.08	 0.61	0.0088	0.0105	0.0029	0.0078	0.0121			0.0028	0.0251	0.0014	0.0056			0.0662		0.0077	0.0080	0.0157	0.0133			0.0612	0.0803	0.1415	0.0038		25.1830				
PIRATA-FR33	st036c01	B	2023-03-21T08:12:09z	  -5.782	-15.944		  60.0	 8	36.4627	5.377	234.25	 0.01	  0.018	0.008	  0.14	 0.53	0.0276	0.0311	0.0081	0.0291	0.0440	0.0020	0.0014	0.0033	0.0656		0.0101			0.0767		0.0136	0.0167	0.0303	0.0272			0.1408	0.1987	0.3394	0.0041		22.4550	8.0070	25.0000		
PIRATA-FR33	st036c01	B	2023-03-21T08:12:09z	  -5.782	-15.944		  60.0	 7	36.4618	5.378	234.28	 0.01	  0.019	0.006	  0.13	 0.54																											22.4580				
PIRATA-FR33	st036c01	B	2023-03-21T08:12:09z	  -5.782	-15.944		  80.0	 6				 0.09	  0.447	0.362	  0.24	 1.21	0.2445	0.1979	0.0111	0.0504	0.9540				0.0620		0.0548	0.0041	0.1100	0.0250		0.0167	0.0387	0.0554	0.0482		0.3362	0.0771	1.2257	1.3028	0.0537		20.7060				
PIRATA-FR33	st036c01	B	2023-03-21T08:12:09z	  -5.782	-15.944		 100.0	 5	36.2996	4.790	208.56	 0.39	  3.548	3.158	  0.42	 1.79	0.0914	0.0800	0.0078	0.0251	0.4312				0.0191		0.0256	0.0107	0.0372	0.0128		0.0079	0.0123	0.0202	0.0244		0.0675	0.0301	0.5282	0.5583	0.0286		19.7640				
PIRATA-FR33	st036c01	B	2023-03-21T08:12:09z	  -5.782	-15.944		 150.0	 4	35.5636	3.395	147.74	 0.03	 15.455	15.422	  1.03	 4.43																											15.2630				
PIRATA-FR33	st036c01	B	2023-03-21T08:12:09z	  -5.782	-15.944		 259.0	 3	35.0663	1.531	 66.61	 0.02	 30.351	30.329	  1.88	10.67																											11.4060	7.5280	25.0000		
PIRATA-FR33	st036c01	B	2023-03-21T08:12:09z	  -5.782	-15.944		 299.0	 2	35.0123	1.487	 64.68	 0.01	 31.502	31.487	  1.94	11.55																											10.8570				
PIRATA-FR33	st036c01	B	2023-03-21T08:12:09z	  -5.782	-15.944		 498.0	 1	34.6298	2.352	102.29	 0.02	 35.287	35.270	  2.22	19.17																											7.2710	7.5060	25.0000		
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		   3.0	22																																			29.7480				
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		   3.0	21																																			29.7500				
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		   3.0	20	34.6247	4.434	193.84	 0.01	  0.042	0.031	  0.01	 0.90	0.0063	0.0084	0.0047	0.0045	0.0051			0.0016	0.0205	0.0016	0.0077		0.0015	0.0975		0.0041	0.0055	0.0096	0.0157			0.0590	0.0684	0.1273	0.0038		29.7520	8.1050	25.0000	2263.9840	
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		  20.0	19																																			29.6850				
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		  20.0	18	34.6177	4.440	194.07	 0.01	  0.000	-0.010	  0.02	 0.81	0.0067	0.0049	0.0061	0.0054	0.0054			0.0029	0.0264		0.0066			0.1015		0.0112	0.0137	0.0249	0.0167			0.0635	0.1348	0.1983	0.0078		29.6840	8.1050	25.0000	2264.6600	
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		  40.0	17																																			25.5570				
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		  40.0	16	36.1374	4.424	192.95	 0.01	  0.012	0.006	  0.05	 1.23	0.0141	0.0155	0.0079	0.0114	0.0084			0.0049	0.0547	0.0098	0.0064	0.0012	0.0030	0.1513		0.0179	0.0186	0.0365	0.0359			0.1660	0.1412	0.3073	0.0075		25.5360	8.0080	25.0000	2365.0680	
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		  50.0	15																																			23.1350				
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		  50.0	14																																			23.1630				
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		  60.0	13																																			20.8690				
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		  60.0	12	36.2562	3.940	171.62	 0.34	  5.921	5.579	  0.43	 2.54	0.0972	0.0766	0.1206	0.0330	0.0135	0.0165	0.0051	0.1992		0.0134	0.0038		0.0833	0.0113		0.0880	0.1517	0.2397	0.0535		0.0091	0.1782	0.4485	0.6266	0.0219		20.8210	7.9100	25.0000	2389.0290	
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		  70.0	11																																			18.1810				
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		  80.0	10																																			17.8230				
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		  80.0	 9																																			17.8230				
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		  80.0	 8	35.9278	3.680	160.23	 0.24	 10.396	10.158	  0.72	 3.53	0.0839	0.0555	0.0039	0.1105	0.0314	0.0063	0.0085	0.0022	0.1335	0.0110	0.0045		0.0333	0.0080		0.0917	0.0622	0.1539	0.0346			0.0890	0.3303	0.4192	0.0069		17.8280				
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		 101.0	 7																																			16.9250				
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		 101.0	 6	35.8136	3.563	155.09	 0.12	 12.045	11.926	  0.83	 4.07	0.0413	0.0238	0.0020	0.0576	0.0124	0.0026	0.0030		0.0647	0.0050			0.0120	0.0059		0.0779	0.0148	0.0927	0.0225			0.0533	0.1449	0.1982	0.0043		16.9290	7.8140	25.0000	2352.3620	
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		 118.0	 5																																			16.5890				
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		 199.0	 4																																			15.0550				
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		 300.0	 3	35.1146	1.708	 74.31	 0.01	 29.546	29.535	  1.78	11.28																											11.5140	7.5530	25.0000	2313.9600	
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		 496.0	 2	34.6285	2.744	119.34	 0.01	 33.710	33.698	  2.11	19.34																											7.2330	7.5370	25.0000	2293.8630	
PIRATA-FR33	st037c01	B	2023-03-26T13:58:39z	  -2.690	 -0.017		1982.0	 1	34.9626	5.647	245.45	 0.00	 20.407	20.403	  1.31	20.94																											3.5910	7.7220	25.0000	2311.5320	
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		   3.0	19									0.0088	0.0057		0.0063	0.0073	0.0028			0.0215	0.0112	0.0077			0.1277		0.0051	0.0042	0.0092	0.0183			0.0683	0.0594	0.1277			29.7680				
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		   3.0	18	34.8186	4.420	193.16	 0.00	  0.032	0.032	  0.03	 0.78																											29.7740	8.0960	25.0000		
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		  20.0	17	35.9116	4.542	198.24	 0.01	  0.014	0.008	  0.01	 0.89	0.0053	0.0043	0.0094	0.0056	0.0046				0.0190	0.0049	0.0064		0.0033	0.1314		0.0128	0.0110	0.0238	0.0179			0.0701	0.0647	0.1349	0.0029		28.0410	8.0480	25.0000		
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		  40.0	16	36.3071	4.602	200.76	 0.01	  0.015	0.007	  0.01	 0.91	0.0140	0.0148	0.0077	0.0133	0.0065				0.0455	0.0041	0.0076		0.0047	0.1438		0.0190	0.0078	0.0268	0.0302			0.1364	0.1155	0.2519	0.0055		27.0370	8.0360	25.0000		
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		  58.0	15	36.4250	4.089	178.18	 0.29	  2.336	2.046	  0.25	 1.89	0.1154	0.0943	0.0178	0.1493	0.0329	0.0138	0.0107	0.0079	0.2641	0.0058	0.0215	0.0080		0.0751		0.0076	0.0693	0.0769	0.0092			0.1533	0.1555	0.3088	0.5693		22.6550	7.9510	25.0000		
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		  81.0	14	36.1735	3.712	161.65	 0.32	  7.983	7.659	  0.56	 2.86	0.0430	0.0297	0.0075	0.0657	0.0155	0.0049	0.0058	0.0022	0.0802		0.0071	0.0034		0.0143		0.0380	0.0367	0.0746	0.0186			0.0435	0.1998	0.2433	0.0045		19.7370	7.8840	25.0000		
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		  99.0	13	35.7456	3.601	156.76	 0.13	 12.199	12.066	  0.83	 4.23	0.0308	0.0241	0.0019	0.0513	0.0102	0.0021	0.0045		0.0454	0.0012	0.0041	0.0011		0.0152		0.0803	0.0214	0.1017	0.0257			0.0652	0.1240	0.1892	0.0051		16.5420	7.8090	25.0000		
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		 150.0	12				 0.01	 14.663	14.648	  0.98	 5.05																											15.2560				
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		 198.0	11	35.5379	3.116	135.64	 0.01	 16.864	16.857	  1.09	 5.71																											14.9640	7.7470	25.0000		
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		 299.0	10	34.9632	1.829	 79.59	 0.00	 31.346	31.345	  1.88	12.83																											10.2950	7.5370	25.0000		
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		 398.0	 9	34.7437	2.315	100.72	 0.00	 33.038	33.038	  2.04	16.34																											8.3330	7.5320	25.0000		
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		 398.0	 8	34.7420	2.316	100.74	 0.00	 33.164	33.164	  2.05	16.38																											8.3430	7.5310	25.0000		
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		 497.0	 7	34.6413	2.683	116.69	 0.00	 33.597	33.596	  2.12	18.87																											7.3270	7.5390	25.0000		
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		 794.0	 6	34.5250	3.278	142.58	 0.00	 35.205	35.204	  2.29	28.38																											5.0690	7.5480	25.0000		
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		 992.0	 5	34.6580	3.627	157.71	 0.00	 32.766	32.766	  2.15	28.94																											4.5930	7.5800	25.0000		
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		1239.0	 4				 0.01	 27.261	27.254	  1.75	22.97																											4.5680				
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		1486.0	 3	34.9552	5.169	224.69	 0.00	 22.469	22.469	  1.45	18.36																											4.3200	7.6920	25.0000		
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		1734.0	 2				 0.01	 20.278	20.272	  1.32	17.65																											3.9130				
PIRATA-FR33	st038c01	B	2023-03-28T19:37:00z	  -9.843	 +0.007		1979.0	 1	34.9578	5.650	245.57	 0.01	 20.295	20.288	  1.33	21.50																											3.5150	7.7230	25.0000		
PIRATA-FR33	st039c01	B	2023-03-28T22:38:49z	  -9.839	 -0.001		   3.0	 6	34.7807	4.424	193.41	 0.01	  0.040	0.026	  0.02	 0.78	0.0053	0.0033	0.0053	0.0053	0.0028				0.0179	0.0043	0.0075		0.0023	0.1214		0.0048	0.0062	0.0110	0.0174			0.0601	0.0559	0.1159	0.0014		29.6480	8.0940	25.0000		
PIRATA-FR33	st039c01	B	2023-03-28T22:38:49z	  -9.839	 -0.001		  40.0	 5				 0.01	  0.043	0.034	  0.03	 0.96	0.0162	0.0109	0.0112	0.0159	0.0071				0.0528	0.0080	0.0096	0.0014		0.1428		0.0174	0.0140	0.0314	0.0322			0.1426	0.1433	0.2859	0.0048		26.9810				
PIRATA-FR33	st039c01	B	2023-03-28T22:38:49z	  -9.839	 -0.001		  60.0	 4				 0.37	  2.959	2.592	  0.28	 2.00	0.1225	0.0879		0.1360	0.0295	0.0119	0.0109	0.0073	0.2522		0.0224	0.0070	0.0091	0.0628		0.0864	0.1613	0.2478	0.0514		0.0147	0.1455	0.5694	0.7149	0.0167		22.4930				
PIRATA-FR33	st039c01	B	2023-03-28T22:38:49z	  -9.839	 -0.001		 100.0	 3	35.6503	3.534	153.82	 0.06	 13.448	13.390	  0.90	 4.68	0.0288	0.0174	0.0402	0.0077	0.0013	0.0010		0.0417		0.0036		0.0016	0.0101	0.0060		0.0853	0.0141	0.0995	0.0211		0.0011	0.0526	0.0984	0.1510	0.0052		15.7990	7.7940	25.0000		
PIRATA-FR33	st039c01	B	2023-03-28T22:38:49z	  -9.839	 -0.001		 200.0	 2	35.4797	2.625	114.24	 0.01	 19.814	19.805	  1.25	 6.75																											14.5240				
PIRATA-FR33	st039c01	B	2023-03-28T22:38:49z	  -9.839	 -0.001		 199.0	 1	35.4812	2.650	115.34	 0.01	 19.826	19.814	  1.25	 6.71																											14.5440	7.7040	25.0000		
PIRATA-FR33	st040c01	B	2023-03-29T01:34:49z	  -9.839	 +0.010		   2.0	 6	34.7563	4.425	193.40	 0.00	  0.020	0.015	  0.01	 0.92	0.0067	0.0073	0.0031	0.0069	0.0068				0.0168	0.0098	0.0071			0.1132		0.0090	0.0080	0.0170	0.0176			0.0580	0.0563	0.1143	0.0039		29.5150	8.0910	25.0000		
PIRATA-FR33	st040c01	B	2023-03-29T01:34:49z	  -9.839	 +0.010		  39.0	 5				 0.00	  0.020	0.019	  0.04	 0.99	0.0088	0.0117	0.0066	0.0084	0.0056			0.0013	0.0264	0.0052	0.0073			0.1320		0.0078	0.0100	0.0178	0.0210			0.0850	0.0899	0.1750	0.0022		27.7460				
PIRATA-FR33	st040c01	B	2023-03-29T01:34:49z	  -9.839	 +0.010		  60.0	 4				 0.00	  0.026	0.025	  0.12	 1.06	0.0263	0.0287	0.0130	0.0240	0.0084				0.0807		0.0110	0.0022		0.1046		0.0230	0.0230	0.0460	0.0329			0.1738	0.1865	0.3603	0.0072		25.3730				
PIRATA-FR33	st040c01	B	2023-03-29T01:34:49z	  -9.839	 +0.010		 100.0	 3	35.7774	3.604	156.88	 0.16	 11.909	11.750	  0.82	 4.09	0.0399	0.0253	0.0030	0.0558	0.0107	0.0013	0.0043		0.0538	0.0034	0.0049	0.0031		0.0184		0.1026	0.0230	0.1256	0.0276			0.0720	0.1420	0.2140	0.0068		16.5970	7.8140	25.0000		
PIRATA-FR33	st040c01	B	2023-03-29T01:34:49z	  -9.839	 +0.010		 201.0	 2	35.5388	3.127	136.06	 0.01	 16.666	16.653	  1.09	 5.72																											14.9770				
PIRATA-FR33	st040c01	B	2023-03-29T01:34:49z	  -9.839	 +0.010		 201.0	 1	35.5387	3.127	136.07	 0.02	 16.728	16.711	  1.10	 5.67																											14.9830	7.7450	25.0000		
PIRATA-FR33	st041c01	B	2023-03-29T04:36:48z	  -9.834	 +0.002		   3.0	 6	34.7859	4.424	193.34	 0.01	  0.001	-0.005	  0.01	 0.76	0.0066	0.0093	0.0024	0.0045	0.0054				0.0191	0.0073	0.0064			0.1180		0.0047	0.0050	0.0097	0.0195			0.0666	0.0679	0.1345	0.0037		29.4840	8.0910	25.0000		
PIRATA-FR33	st041c01	B	2023-03-29T04:36:48z	  -9.834	 +0.002		  40.0	 5				 0.00	  0.026	0.022	  0.03	 0.89	0.0135	0.0165	0.0099	0.0132	0.0061			0.0035	0.0448	0.0075	0.0080			0.1211		0.0127	0.0109	0.0235	0.0269			0.1189	0.1248	0.2436	0.0073		27.2920				
PIRATA-FR33	st041c01	B	2023-03-29T04:36:48z	  -9.834	 +0.002		  59.0	 4				 0.01	  0.019	0.010	  0.12	 1.18	0.0365	0.0378	0.0129	0.0301	0.0104				0.1075		0.0111	0.0014		0.0683		0.0237	0.0469	0.0706	0.0299			0.1274	0.2145	0.3419	0.0093		24.2540				
PIRATA-FR33	st041c01	B	2023-03-29T04:36:48z	  -9.834	 +0.002		 100.0	 3	35.7263	3.606	115.47	 0.13	 12.368	12.241	  0.84	 4.22	0.0360	0.0231	0.0034	0.0502	0.0095		0.0025		0.0472	0.0041	0.0043	0.0011		0.0148		0.0998	0.0194	0.1192	0.0251			0.0660	0.1236	0.1896	0.0028		16.2720	7.8090	25.0000		
PIRATA-FR33	st041c01	B	2023-03-29T04:36:48z	  -9.834	 +0.002		 199.0	 2	35.4035	2.182	 94.94	 0.01	 22.982	22.969	  1.41	 7.73																											13.9630				
PIRATA-FR33	st041c01	B	2023-03-29T04:36:48z	  -9.834	 +0.002		 199.0	 1	35.4014	2.194	 95.50	 0.01	 23.623	23.612	  1.44	 7.80																											13.9180	7.6480	25.0000		
PIRATA-FR33	st042c01	B	2023-03-29T07:34:42z	  -9.842	 +0.006		   3.0	 6	34.7976	4.431	193.66	 0.01	  0.020	0.011	  0.02	 0.92	0.0088	0.0110	0.0026	0.0047	0.0048				0.0029	0.0221	0.0067	0.0049		0.0000		0.1130	0.0080	0.1209	0.0208			0.0067	0.0777	0.0844	0.0819		29.4430	8.0930	25.0000		
PIRATA-FR33	st042c01	B	2023-03-29T07:34:42z	  -9.842	 +0.006		  40.0	 5				 0.00	  0.019	0.014	  0.03	 0.95	0.0191	0.0263	0.0110	0.0191	0.0090				0.0584	0.0059	0.0080			0.1261		0.0154	0.0144	0.0299	0.0339			0.1690	0.1549	0.3239	0.0034		26.9920				
PIRATA-FR33	st042c01	B	2023-03-29T07:34:42z	  -9.842	 +0.006		  59.0	 4				 0.00	  0.040	0.037	  0.13	 1.42	0.0369	0.0409	0.0128	0.0353	0.0119	0.0040	0.0026	0.0040	0.1078		0.0097	0.0030		0.0732		0.0297	0.0632	0.0928	0.0329			0.1344	0.2160	0.3504	0.0062		23.9930				
PIRATA-FR33	st042c01	B	2023-03-29T07:34:42z	  -9.842	 +0.006		 100.0	 3	35.7696	3.609	157.09	 0.15	 11.964	11.813	  0.81	 4.19	0.0363	0.0230	0.0026	0.0539	0.0099	0.0028	0.0039		0.0525		0.0044	0.0017		0.0172		0.0925	0.0249	0.1174	0.0270			0.0684	0.1331	0.2015	0.0050		16.7070	7.8120	25.0000		
PIRATA-FR33	st042c01	B	2023-03-29T07:34:42z	  -9.842	 +0.006		 200.0	 2	35.5309	3.057	133.03	 0.02	 17.152	17.136	  1.10	 5.92																											14.9200				
PIRATA-FR33	st042c01	B	2023-03-29T07:34:42z	  -9.842	 +0.006		 200.0	 1	35.5298	3.064	133.34	 0.01	 17.184	17.172	  1.11	 5.95																											14.9130	7.7360	25.0000		
PIRATA-FR33	st043c01	B	2023-03-29T10:35:22z	  -9.893	 -0.001		   3.0	 6	34.8409	4.435	193.83	 0.01	  0.016	0.007	  0.02	 0.76	0.0107	0.0053	0.0092	0.0052	0.0087			0.0042	0.0274	0.0041	0.0111			0.1330		0.0111	0.0113	0.0225	0.0220			0.0863	0.0993	0.1856	0.0030		29.4090	8.0930	25.0000		
PIRATA-FR33	st043c01	B	2023-03-29T10:35:22z	  -9.893	 -0.001		  40.0	 5				 0.01	  0.018	0.012	  0.03	 0.88	0.0220	0.0329	0.0116	0.0221	0.0116				0.0692	0.0072	0.0090			0.1311		0.0230	0.0175	0.0405	0.0330			0.1636	0.1869	0.3505	0.0070		27.3060				
PIRATA-FR33	st043c01	B	2023-03-29T10:35:22z	  -9.893	 -0.001		  60.0	 4				 0.01	  0.020	0.009	  0.12	 1.45	0.0408	0.0275	0.0150	0.0358	0.0145	0.0053	0.0039	0.0055	0.1130	0.0075	0.0098	0.0019		0.1144		0.0410	0.0897	0.1307	0.0460			0.1990	0.2446	0.4436	0.0067		23.7230				
PIRATA-FR33	st043c01	B	2023-03-29T10:35:22z	  -9.893	 -0.001		 100.0	 3	35.6940	3.594	156.41	 0.10	 12.746	12.649	  0.85	 4.37	0.0294	0.0191	0.0021	0.0446	0.0087		0.0022		0.0415		0.0035			0.0131		0.0828	0.0214	0.1042	0.0238			0.0587	0.1061	0.1649	0.0049		16.2560	7.8010	25.0000		
PIRATA-FR33	st043c01	B	2023-03-29T10:35:22z	  -9.893	 -0.001		 200.0	 2	35.5123	2.895	126.00	 0.02	 18.269	18.251	  1.16	 6.12																											14.7780				
PIRATA-FR33	st043c01	B	2023-03-29T10:35:22z	  -9.893	 -0.001		 199.0	 1	35.5104	2.887	125.62	 0.01	 18.307	18.298	  1.16	 6.21																											14.7740	7.7230	25.0000		
PIRATA-FR33	st044c01	B	2023-03-29T13:35:47z	  -9.844	 +0.006		   3.0	 6	34.8434	4.438	193.97	 0.01	  0.017	0.010	  0.00	 0.77	0.0069	0.0083	0.0054	0.0043	0.0056			0.0038	0.0227	0.0032	0.0131		0.0041	0.1305		0.0136	0.0125	0.0260	0.0200			0.0804	0.0856	0.1660			29.6080	8.0920	25.0000		
PIRATA-FR33	st044c01	B	2023-03-29T13:35:47z	  -9.844	 +0.006		  39.0	 5				 0.00	  0.008	0.006	  0.03	 0.94	0.0157	0.0219	0.0103	0.0156	0.0097				0.0525		0.0119			0.1423		0.0158	0.0175	0.0333	0.0275			0.1286	0.1495	0.2782	0.0037		27.6860				
PIRATA-FR33	st044c01	B	2023-03-29T13:35:47z	  -9.844	 +0.006		  58.0	 4				 0.00	  0.040	0.039	  0.09	 1.02	0.0349	0.0367	0.0160	0.0295	0.0118	0.0041		0.0034	0.1157	0.0027	0.0113			0.1041		0.0233	0.0332	0.0565	0.0334			0.1758	0.2256	0.4014	0.0037		25.2470				
PIRATA-FR33	st044c01	B	2023-03-29T13:35:47z	  -9.844	 +0.006		 100.0	 3	35.8161	3.582	155.93	 0.20	 11.777	11.581	  0.82	 4.01	0.0396	0.0250	0.0035	0.0618	0.0130	0.0033	0.0030	0.0011	0.0588		0.0049	0.0024		0.0234		0.1088	0.0278	0.1366		0.0322		0.0831	0.1539	0.2370	0.0043		16.9350	7.8160	25.0000		
PIRATA-FR33	st044c01	B	2023-03-29T13:35:47z	  -9.844	 +0.006		 202.0	 2	35.4764	2.594	112.87	 0.01	 19.299	19.286	  1.22	 6.50																											14.2550				
PIRATA-FR33	st044c01	B	2023-03-29T13:35:47z	  -9.844	 +0.006		 202.0	 1	35.4907	2.718	118.27	 0.01	 19.265	19.254	  1.25	 6.56																											14.4590	7.7070	25.0000		
PIRATA-FR33	st045c01	B	2023-03-29T16:34:02z	  -9.839	 +0.005		   2.0	 6	34.8821	4.444	194.21	 0.00	  0.037	0.036	  0.01	 0.77	0.0048	0.0075	0.0033	0.0050	0.0045			0.0034	0.0234		0.0104		0.0026	0.1286		0.0055	0.0064	0.0119	0.0184			0.0746	0.0757	0.1504			29.4980	8.0900	25.0000		
PIRATA-FR33	st045c01	B	2023-03-29T16:34:02z	  -9.839	 +0.005		  40.0	 5				 0.00	  0.027	0.025	  0.03	 0.92	0.0221	0.0296	0.0160	0.0212	0.0118			0.0031	0.0760	0.0083	0.0110			0.1301		0.0169	0.0185	0.0354	0.0317			0.1484	0.1893	0.3378			27.2120				
PIRATA-FR33	st045c01	B	2023-03-29T16:34:02z	  -9.839	 +0.005		  62.0	 4				 0.00	  0.031	0.029	  0.07	 1.04	0.0358	0.0375	0.0171	0.0303	0.0115	0.0051		0.0042	0.1138		0.0107			0.0867		0.0235	0.0335	0.0570	0.0301			0.1535	0.2248	0.3782	0.0091		25.2790				
PIRATA-FR33	st045c01	B	2023-03-29T16:34:02z	  -9.839	 +0.005		  99.0	 3	35.8521	3.522	153.31	 0.24	 11.612	11.368	  0.78	 3.90	0.0473	0.0320	0.0089	0.0669	0.0124	0.0035	0.0045		0.0655		0.0063	0.0025		0.0219		0.1028	0.0394	0.1422	0.0294			0.0779	0.1784	0.2563	0.0061		17.3540	7.8230	25.0000		
PIRATA-FR33	st045c01	B	2023-03-29T16:34:02z	  -9.839	 +0.005		 201.0	 2	35.4981	2.756	119.97	 0.02	 19.010	18.994	  1.20	 6.37																											14.6490				
PIRATA-FR33	st045c01	B	2023-03-29T16:34:02z	  -9.839	 +0.005		 201.0	 1	35.4969	2.753	119.79	 0.01	 19.101	19.091	  1.21	 6.38																											14.6300	7.7120	25.0000		
PIRATA-FR33	st046c01	B	2023-03-29T19:34:11z	  -9.841	 -0.000		   2.0	 6	34.7938	4.439	193.98	 0.02	  0.019	0.000	  0.00	 0.90	0.0082	0.0056	0.0063	0.0036	0.0056				0.0211		0.0085		0.0014	0.1265		0.0070	0.0091	0.0161	0.0179			0.0685	0.0654	0.1339	0.0027		29.5920	8.0910	25.0000		
PIRATA-FR33	st046c01	B	2023-03-29T19:34:11z	  -9.841	 -0.000		  40.0	 5				 0.02	  0.007	-0.010	  0.03	 1.02	0.0175	0.0228	0.0133	0.0173	0.0097	0.0023		0.0028	0.0606	0.0039	0.0103	0.0014	0.0041	0.1254		0.0131	0.0148	0.0279	0.0271			0.1112	0.1511	0.2623	0.0046		27.3590				
PIRATA-FR33	st046c01	B	2023-03-29T19:34:11z	  -9.841	 -0.000		  61.0	 4				 0.02	  0.012	-0.006	  0.15	 1.59	0.0628	0.0573	0.0194	0.0456	0.0159	0.0023	0.0031	0.0046	0.1922		0.0147			0.0998		0.0383	0.0830	0.1213	0.0405			0.1649	0.3115	0.4765	0.0063		23.4200				
